league,fixture_id,datetime,home_team,away_team,referee,round,season,time,date
Premier League,157352,2020-07-08 19:00:00,Sheffield Utd,Wolves,,34,2019,19:00:00,2020-07-08
Premier League,157353,2020-07-08 19:00:00,Watford,Norwich,,34,2019,19:00:00,2020-07-08
Premier League,157354,2020-07-08 19:00:00,West Ham,Burnley,,34,2019,19:00:00,2020-07-08
Premier League,157355,2020-07-11 14:00:00,Bournemouth,Leicester,,35,2019,14:00:00,2020-07-11
Premier League,157356,2020-07-11 14:00:00,Aston Villa,Crystal Palace,,35,2019,14:00:00,2020-07-11
Premier League,157357,2020-07-11 14:00:00,Brighton,Manchester City,,35,2019,14:00:00,2020-07-11
Premier League,157358,2020-07-11 14:00:00,Liverpool,Burnley,,35,2019,14:00:00,2020-07-11
Premier League,157359,2020-07-11 14:00:00,Manchester United,Southampton,,35,2019,14:00:00,2020-07-11
Premier League,157360,2020-07-11 14:00:00,Norwich,West Ham,,35,2019,14:00:00,2020-07-11
Premier League,157361,2020-07-11 14:00:00,Sheffield Utd,Chelsea,,35,2019,14:00:00,2020-07-11
Premier League,157362,2020-07-11 14:00:00,Tottenham,Arsenal,,35,2019,14:00:00,2020-07-11
Premier League,157363,2020-07-11 14:00:00,Watford,Newcastle,,35,2019,14:00:00,2020-07-11
Premier League,157364,2020-07-11 14:00:00,Wolves,Everton,,35,2019,14:00:00,2020-07-11
Premier League,157365,2020-07-15 19:00:00,Arsenal,Liverpool,,36,2019,19:00:00,2020-07-15
Premier League,157366,2020-07-15 19:00:00,Burnley,Wolves,,36,2019,19:00:00,2020-07-15
Premier League,157367,2020-07-15 19:00:00,Chelsea,Norwich,,36,2019,19:00:00,2020-07-15
Premier League,157368,2020-07-15 19:00:00,Crystal Palace,Manchester United,,36,2019,19:00:00,2020-07-15
Premier League,157369,2020-07-15 19:00:00,Everton,Aston Villa,,36,2019,19:00:00,2020-07-15
Premier League,157370,2020-07-15 19:00:00,Leicester,Sheffield Utd,,36,2019,19:00:00,2020-07-15
Premier League,157371,2020-07-15 19:00:00,Manchester City,Bournemouth,,36,2019,19:00:00,2020-07-15
Premier League,157372,2020-07-15 19:00:00,Newcastle,Tottenham,,36,2019,19:00:00,2020-07-15
Premier League,157373,2020-07-15 19:00:00,Southampton,Brighton,,36,2019,19:00:00,2020-07-15
Premier League,157374,2020-07-15 19:00:00,West Ham,Watford,,36,2019,19:00:00,2020-07-15
Premier League,157375,2020-07-18 14:00:00,Bournemouth,Southampton,,37,2019,14:00:00,2020-07-18
Premier League,157376,2020-07-18 14:00:00,Aston Villa,Arsenal,,37,2019,14:00:00,2020-07-18
Premier League,157377,2020-07-18 14:00:00,Brighton,Newcastle,,37,2019,14:00:00,2020-07-18
Premier League,157378,2020-07-18 14:00:00,Liverpool,Chelsea,,37,2019,14:00:00,2020-07-18
Premier League,157379,2020-07-18 14:00:00,Manchester United,West Ham,,37,2019,14:00:00,2020-07-18
Premier League,157380,2020-07-18 14:00:00,Norwich,Burnley,,37,2019,14:00:00,2020-07-18
Premier League,157381,2020-07-18 14:00:00,Sheffield Utd,Everton,,37,2019,14:00:00,2020-07-18
Premier League,157382,2020-07-18 14:00:00,Tottenham,Leicester,,37,2019,14:00:00,2020-07-18
Premier League,157383,2020-07-18 14:00:00,Watford,Manchester City,,37,2019,14:00:00,2020-07-18
Premier League,157384,2020-07-18 14:00:00,Wolves,Crystal Palace,,37,2019,14:00:00,2020-07-18
Premier League,157385,2020-07-26 14:00:00,Arsenal,Watford,,38,2019,14:00:00,2020-07-26
Premier League,157386,2020-07-26 14:00:00,Burnley,Brighton,,38,2019,14:00:00,2020-07-26
Premier League,157387,2020-07-26 14:00:00,Chelsea,Wolves,,38,2019,14:00:00,2020-07-26
Premier League,157388,2020-07-26 14:00:00,Crystal Palace,Tottenham,,38,2019,14:00:00,2020-07-26
Premier League,157389,2020-07-26 14:00:00,Everton,Bournemouth,,38,2019,14:00:00,2020-07-26
Premier League,157390,2020-07-26 14:00:00,Leicester,Manchester United,,38,2019,14:00:00,2020-07-26
Premier League,157391,2020-07-26 14:00:00,Manchester City,Norwich,,38,2019,14:00:00,2020-07-26
Premier League,157392,2020-07-26 14:00:00,Newcastle,Liverpool,,38,2019,14:00:00,2020-07-26
Premier League,157393,2020-07-26 14:00:00,Southampton,Sheffield Utd,,38,2019,14:00:00,2020-07-26
Premier League,157394,2020-07-26 14:00:00,West Ham,Aston Villa,,38,2019,14:00:00,2020-07-26
FA Cup,338395,2020-06-26 22:00:00,Sheffield Utd,Arsenal,,Quarter-finals,2019,22:00:00,2020-06-26
FA Cup,338396,2020-06-26 22:00:00,Newcastle,Manchester City,,Quarter-finals,2019,22:00:00,2020-06-26
FA Cup,338397,2020-06-26 22:00:00,Norwich,Manchester United,,Quarter-finals,2019,22:00:00,2020-06-26
FA Cup,338398,2020-06-26 22:00:00,Leicester,Chelsea,,Quarter-finals,2019,22:00:00,2020-06-26
Bundesliga 1,209202,2020-06-20 13:30:00,Bayern Munich,SC Freiburg,,33,2019,13:30:00,2020-06-20
Bundesliga 1,209203,2020-06-20 13:30:00,RB Leipzig,Borussia Dortmund,,33,2019,13:30:00,2020-06-20
Bundesliga 1,209204,2020-06-20 13:30:00,1899 Hoffenheim,Union Berlin,,33,2019,13:30:00,2020-06-20
Bundesliga 1,209205,2020-06-20 13:30:00,Fortuna Dusseldorf,FC Augsburg,,33,2019,13:30:00,2020-06-20
Bundesliga 1,209206,2020-06-20 13:30:00,Hertha Berlin,Bayer Leverkusen,,33,2019,13:30:00,2020-06-20
Bundesliga 1,209207,2020-06-20 13:30:00,FSV Mainz 05,Werder Bremen,,33,2019,13:30:00,2020-06-20
Bundesliga 1,209208,2020-06-20 13:30:00,FC Schalke 04,VfL Wolfsburg,,33,2019,13:30:00,2020-06-20
Bundesliga 1,209209,2020-06-20 13:30:00,FC Koln,Eintracht Frankfurt,,33,2019,13:30:00,2020-06-20
Bundesliga 1,209210,2020-06-20 13:30:00,SC Paderborn 07,Borussia Monchengladbach,,33,2019,13:30:00,2020-06-20
Bundesliga 1,209211,2020-06-27 13:30:00,Borussia Dortmund,1899 Hoffenheim,,34,2019,13:30:00,2020-06-27
Bundesliga 1,209212,2020-06-27 13:30:00,Bayer Leverkusen,FSV Mainz 05,,34,2019,13:30:00,2020-06-27
Bundesliga 1,209213,2020-06-27 13:30:00,Borussia Monchengladbach,Hertha Berlin,,34,2019,13:30:00,2020-06-27
Bundesliga 1,209214,2020-06-27 13:30:00,VfL Wolfsburg,Bayern Munich,,34,2019,13:30:00,2020-06-27
Bundesliga 1,209215,2020-06-27 13:30:00,Eintracht Frankfurt,SC Paderborn 07,,34,2019,13:30:00,2020-06-27
Bundesliga 1,209216,2020-06-27 13:30:00,Werder Bremen,FC Koln,,34,2019,13:30:00,2020-06-27
Bundesliga 1,209217,2020-06-27 13:30:00,SC Freiburg,FC Schalke 04,,34,2019,13:30:00,2020-06-27
Bundesliga 1,209218,2020-06-27 13:30:00,FC Augsburg,RB Leipzig,,34,2019,13:30:00,2020-06-27
Bundesliga 1,209219,2020-06-27 13:30:00,Union Berlin,Fortuna Dusseldorf,,34,2019,13:30:00,2020-06-27
